,experience,train,epoch,itrs,loss,accuracy
29,base_cnn_adadelta_2epoch_lr01,1,1,30000,1.6681974029541016,0
30,base_cnn_adadelta_2epoch_lr01,0,1,32000,1.5392861551642418,0
31,base_cnn_adadelta_2epoch_lr01,1,1,32000,1.692728877067566,0
32,base_cnn_adadelta_2epoch_lr01,0,1,34000,1.4997545256018638,0
33,base_cnn_adadelta_2epoch_lr01,1,1,34000,1.634762613773346,0
34,base_cnn_adadelta_2epoch_lr01,0,1,36000,1.4686566257476807,0
35,base_cnn_adadelta_2epoch_lr01,1,1,36000,1.636014313697815,0
36,base_cnn_adadelta_2epoch_lr01,0,2,2000,1.4853032319545745,0
37,base_cnn_adadelta_2epoch_lr01,1,2,2000,1.6639804577827453,0
38,base_cnn_adadelta_2epoch_lr01,0,2,4000,1.4618695676326752,0
39,base_cnn_adadelta_2epoch_lr01,1,2,4000,1.634818069934845,0
40,base_cnn_adadelta_2epoch_lr01,0,2,6000,1.452882918715477,0
41,base_cnn_adadelta_2epoch_lr01,1,2,6000,1.6850035429000854,0
42,base_cnn_adadelta_2epoch_lr01,0,2,8000,1.4461866382360458,0
43,base_cnn_adadelta_2epoch_lr01,1,2,8000,1.6951446533203125,0
44,base_cnn_adadelta_2epoch_lr01,0,2,10000,1.4519967674016951,0
45,base_cnn_adadelta_2epoch_lr01,1,2,10000,1.6597246718406677,0
46,base_cnn_adadelta_2epoch_lr01,0,2,12000,1.425826346039772,0
47,base_cnn_adadelta_2epoch_lr01,1,2,12000,1.6635970282554626,0
48,base_cnn_adadelta_2epoch_lr01,0,2,14000,1.4432890392541886,0
49,base_cnn_adadelta_2epoch_lr01,1,2,14000,1.6838774394989013,0
50,base_cnn_adadelta_2epoch_lr01,0,2,16000,1.4311925367116929,0
51,base_cnn_adadelta_2epoch_lr01,1,2,16000,1.6591630959510804,0
52,base_cnn_adadelta_2epoch_lr01,0,2,18000,1.4413300539255143,0
53,base_cnn_adadelta_2epoch_lr01,1,2,18000,1.757334704399109,0
54,base_cnn_adadelta_2epoch_lr01,0,2,20000,1.4323950245380401,0
55,base_cnn_adadelta_2epoch_lr01,1,2,20000,1.7111936831474304,0
56,base_cnn_adadelta_2epoch_lr01,0,2,22000,1.4109932525157929,0
57,base_cnn_adadelta_2epoch_lr01,1,2,22000,1.749996862411499,0
58,base_cnn_adadelta_2epoch_lr01,0,2,24000,1.3987153503894807,0
59,base_cnn_adadelta_2epoch_lr01,1,2,24000,1.6445911693572999,0
60,base_cnn_adadelta_2epoch_lr01,0,2,26000,1.395554816007614,0
61,base_cnn_adadelta_2epoch_lr01,1,2,26000,1.7238428401947021,0
62,base_cnn_adadelta_2epoch_lr01,0,2,28000,1.4029111144542694,0
63,base_cnn_adadelta_2epoch_lr01,1,2,28000,1.6883140993118286,0
64,base_cnn_adadelta_2epoch_lr01,0,2,30000,1.394080645084381,0
65,base_cnn_adadelta_2epoch_lr01,1,2,30000,1.6805268573760985,0
66,base_cnn_adadelta_2epoch_lr01,0,2,32000,1.3920064685344695,0
67,base_cnn_adadelta_2epoch_lr01,1,2,32000,1.7877634787559509,0
68,base_cnn_adadelta_2epoch_lr01,0,2,34000,1.4133622200489044,0
69,base_cnn_adadelta_2epoch_lr01,1,2,34000,1.7354997372627259,0
70,base_cnn_adadelta_2epoch_lr01,0,2,36000,1.3940890452861785,0
71,base_cnn_adadelta_2epoch_lr01,1,2,36000,1.6566736245155333,0
72,base_cnn_adadelta_2epoch_lr01,0,0,0,0.0,56.1
0,base_cnn_adadelta_2epoch_lr001,0,1,2000,2.2966521738767622,0
1,base_cnn_adadelta_2epoch_lr001,1,1,2000,2.2770762395858766,0
2,base_cnn_adadelta_2epoch_lr001,0,1,4000,2.221310113310814,0
3,base_cnn_adadelta_2epoch_lr001,1,1,4000,2.1668680143356323,0
4,base_cnn_adadelta_2epoch_lr001,0,1,6000,2.1289369279146193,0
5,base_cnn_adadelta_2epoch_lr001,1,1,6000,2.0896574687957763,0
6,base_cnn_adadelta_2epoch_lr001,0,1,8000,2.061064577460289,0
7,base_cnn_adadelta_2epoch_lr001,1,1,8000,2.041152036190033,0
8,base_cnn_adadelta_2epoch_lr001,0,1,10000,2.029776438653469,0
9,base_cnn_adadelta_2epoch_lr001,1,1,10000,2.0124309253692627,0
10,base_cnn_adadelta_2epoch_lr001,0,1,12000,1.9954961887598037,0
11,base_cnn_adadelta_2epoch_lr001,1,1,12000,1.9933097505569457,0
12,base_cnn_adadelta_2epoch_lr001,0,1,14000,1.9959767051935196,0
13,base_cnn_adadelta_2epoch_lr001,1,1,14000,1.9827154278755188,0
14,base_cnn_adadelta_2epoch_lr001,0,1,16000,1.9786519628167152,0
15,base_cnn_adadelta_2epoch_lr001,1,1,16000,1.970391275882721,0
16,base_cnn_adadelta_2epoch_lr001,0,1,18000,1.9628326538205148,0
17,base_cnn_adadelta_2epoch_lr001,1,1,18000,1.9574408531188965,0
18,base_cnn_adadelta_2epoch_lr001,0,1,20000,1.964703451126814,0
19,base_cnn_adadelta_2epoch_lr001,1,1,20000,1.9439463758468627,0
20,base_cnn_adadelta_2epoch_lr001,0,1,22000,1.9504210380911826,0
21,base_cnn_adadelta_2epoch_lr001,1,1,22000,1.9361255192756652,0
22,base_cnn_adadelta_2epoch_lr001,0,1,24000,1.9217667996585368,0
23,base_cnn_adadelta_2epoch_lr001,1,1,24000,1.917890350818634,0
24,base_cnn_adadelta_2epoch_lr001,0,1,26000,1.907524074792862,0
25,base_cnn_adadelta_2epoch_lr001,1,1,26000,1.9109265685081482,0
26,base_cnn_adadelta_2epoch_lr001,0,1,28000,1.8985999774336815,0
27,base_cnn_adadelta_2epoch_lr001,1,1,28000,1.9028431510925292,0
28,base_cnn_adadelta_2epoch_lr001,0,1,30000,1.8801652346253395,0
29,base_cnn_adadelta_2epoch_lr001,1,1,30000,1.8942748284339905,0
30,base_cnn_adadelta_2epoch_lr001,0,1,32000,1.8800856393277645,0
31,base_cnn_adadelta_2epoch_lr001,1,1,32000,1.8897447776794434,0
32,base_cnn_adadelta_2epoch_lr001,0,1,34000,1.8664011463820935,0
33,base_cnn_adadelta_2epoch_lr001,1,1,34000,1.8767093372344972,0
34,base_cnn_adadelta_2epoch_lr001,0,1,36000,1.861920136809349,0
35,base_cnn_adadelta_2epoch_lr001,1,1,36000,1.8700259590148927,0
36,base_cnn_adadelta_2epoch_lr001,0,2,2000,1.8310676850676537,0
37,base_cnn_adadelta_2epoch_lr001,1,2,2000,1.8700537085533142,0
38,base_cnn_adadelta_2epoch_lr001,0,2,4000,1.8373626856803893,0
39,base_cnn_adadelta_2epoch_lr001,1,2,4000,1.856219141483307,0
40,base_cnn_adadelta_2epoch_lr001,0,2,6000,1.8214657011926174,0
41,base_cnn_adadelta_2epoch_lr001,1,2,6000,1.845109350681305,0
42,base_cnn_adadelta_2epoch_lr001,0,2,8000,1.8384539402127267,0
43,base_cnn_adadelta_2epoch_lr001,1,2,8000,1.8388215231895446,0
44,base_cnn_adadelta_2epoch_lr001,0,2,10000,1.8067173019051552,0
45,base_cnn_adadelta_2epoch_lr001,1,2,10000,1.8453104448318483,0
46,base_cnn_adadelta_2epoch_lr001,0,2,12000,1.8105012702047825,0
47,base_cnn_adadelta_2epoch_lr001,1,2,12000,1.8328822135925293,0
48,base_cnn_adadelta_2epoch_lr001,0,2,14000,1.8035769799649715,0
49,base_cnn_adadelta_2epoch_lr001,1,2,14000,1.8213224577903748,0
50,base_cnn_adadelta_2epoch_lr001,0,2,16000,1.779349073022604,0
51,base_cnn_adadelta_2epoch_lr001,1,2,16000,1.819940710067749,0
52,base_cnn_adadelta_2epoch_lr001,0,2,18000,1.7824398878514767,0
53,base_cnn_adadelta_2epoch_lr001,1,2,18000,1.8102751755714417,0
54,base_cnn_adadelta_2epoch_lr001,0,2,20000,1.7858756193816663,0
55,base_cnn_adadelta_2epoch_lr001,1,2,20000,1.8092772126197816,0
56,base_cnn_adadelta_2epoch_lr001,0,2,22000,1.757718071013689,0
57,base_cnn_adadelta_2epoch_lr001,1,2,22000,1.805981786251068,0
58,base_cnn_adadelta_2epoch_lr001,0,2,24000,1.7652389892339706,0
59,base_cnn_adadelta_2epoch_lr001,1,2,24000,1.8021796369552612,0
60,base_cnn_adadelta_2epoch_lr001,0,2,26000,1.7680110121965409,0
61,base_cnn_adadelta_2epoch_lr001,1,2,26000,1.8104045915603637,0
62,base_cnn_adadelta_2epoch_lr001,0,2,28000,1.7697056729495526,0
63,base_cnn_adadelta_2epoch_lr001,1,2,28000,1.800455596446991,0
64,base_cnn_adadelta_2epoch_lr001,0,2,30000,1.7275171754658223,0
65,base_cnn_adadelta_2epoch_lr001,1,2,30000,1.7921094655990601,0
66,base_cnn_adadelta_2epoch_lr001,0,2,32000,1.7352108141183853,0
67,base_cnn_adadelta_2epoch_lr001,1,2,32000,1.798723611831665,0
68,base_cnn_adadelta_2epoch_lr001,0,2,34000,1.755575748026371,0
69,base_cnn_adadelta_2epoch_lr001,1,2,34000,1.7995088601112366,0
70,base_cnn_adadelta_2epoch_lr001,0,2,36000,1.7344029753804207,0
71,base_cnn_adadelta_2epoch_lr001,1,2,36000,1.7808727407455445,0
72,base_cnn_adadelta_2epoch_lr001,0,0,0,0.0,42.42
0,base_cnn_augmented_data_2epoch,0,1,2000,2.188118309140205,0
1,base_cnn_augmented_data_2epoch,1,1,2000,2.0770973539352418,0
2,base_cnn_augmented_data_2epoch,0,1,4000,1.9932980153858662,0
3,base_cnn_augmented_data_2epoch,1,1,4000,1.9353970909118652,0
4,base_cnn_augmented_data_2epoch,0,1,6000,1.855334490507841,0
5,base_cnn_augmented_data_2epoch,1,1,6000,1.811530466079712,0
6,base_cnn_augmented_data_2epoch,0,1,8000,1.804674914062023,0
7,base_cnn_augmented_data_2epoch,1,1,8000,1.7780998921394349,0
8,base_cnn_augmented_data_2epoch,0,1,10000,1.7384869001209735,0
9,base_cnn_augmented_data_2epoch,1,1,10000,1.8392779636383056,0
10,base_cnn_augmented_data_2epoch,0,1,12000,1.7001486274898052,0
11,base_cnn_augmented_data_2epoch,1,1,12000,1.7387826991081239,0
12,base_cnn_augmented_data_2epoch,0,1,14000,1.6680376228690148,0
13,base_cnn_augmented_data_2epoch,1,1,14000,1.8176857137680054,0
14,base_cnn_augmented_data_2epoch,0,1,16000,1.6212002977132798,0
15,base_cnn_augmented_data_2epoch,1,1,16000,1.7432085680961609,0
16,base_cnn_augmented_data_2epoch,0,1,18000,1.6029585233032704,0
17,base_cnn_augmented_data_2epoch,1,1,18000,1.7187704253196716,0
18,base_cnn_augmented_data_2epoch,0,1,20000,1.5689144458770752,0
19,base_cnn_augmented_data_2epoch,1,1,20000,1.6930282783508301,0
20,base_cnn_augmented_data_2epoch,0,1,22000,1.5470614560544491,0
21,base_cnn_augmented_data_2epoch,1,1,22000,1.7060490679740905,0
22,base_cnn_augmented_data_2epoch,0,1,24000,1.542133256137371,0
23,base_cnn_augmented_data_2epoch,1,1,24000,1.6851972842216492,0
24,base_cnn_augmented_data_2epoch,0,1,26000,1.5269291400909424,0
25,base_cnn_augmented_data_2epoch,1,1,26000,1.6251047492027282,0
26,base_cnn_augmented_data_2epoch,0,1,28000,1.4848636177927255,0
27,base_cnn_augmented_data_2epoch,1,1,28000,1.6026849246025086,0
28,base_cnn_augmented_data_2epoch,0,1,30000,1.4881120757907629,0
29,base_cnn_augmented_data_2epoch,1,1,30000,1.5863914752006532,0
30,base_cnn_augmented_data_2epoch,0,1,32000,1.454707583025098,0
31,base_cnn_augmented_data_2epoch,1,1,32000,1.593509283065796,0
32,base_cnn_augmented_data_2epoch,0,1,34000,1.4490530399084092,0
33,base_cnn_augmented_data_2epoch,1,1,34000,1.5970567131042481,0
34,base_cnn_augmented_data_2epoch,0,1,36000,1.4619110109210014,0
35,base_cnn_augmented_data_2epoch,1,1,36000,1.5624782419204712,0
36,base_cnn_augmented_data_2epoch,0,2,2000,1.4215502578169108,0
37,base_cnn_augmented_data_2epoch,1,2,2000,1.5843336153030396,0
38,base_cnn_augmented_data_2epoch,0,2,4000,1.4099699546247721,0
39,base_cnn_augmented_data_2epoch,1,2,4000,1.6679323887825013,0
40,base_cnn_augmented_data_2epoch,0,2,6000,1.4105684542059898,0
41,base_cnn_augmented_data_2epoch,1,2,6000,1.5847414064407348,0
42,base_cnn_augmented_data_2epoch,0,2,8000,1.388541980728507,0
43,base_cnn_augmented_data_2epoch,1,2,8000,1.5465324068069457,0
44,base_cnn_augmented_data_2epoch,0,2,10000,1.3699953828006983,0
45,base_cnn_augmented_data_2epoch,1,2,10000,1.613823025226593,0
46,base_cnn_augmented_data_2epoch,0,2,12000,1.3768202080130576,0
47,base_cnn_augmented_data_2epoch,1,2,12000,1.5206593728065492,0
48,base_cnn_augmented_data_2epoch,0,2,14000,1.366637290790677,0
49,base_cnn_augmented_data_2epoch,1,2,14000,1.6474819421768188,0
50,base_cnn_augmented_data_2epoch,0,2,16000,1.3868280614316464,0
51,base_cnn_augmented_data_2epoch,1,2,16000,1.5146840333938598,0
52,base_cnn_augmented_data_2epoch,0,2,18000,1.3581631979644297,0
53,base_cnn_augmented_data_2epoch,1,2,18000,1.574068603515625,0
54,base_cnn_augmented_data_2epoch,0,2,20000,1.3312424951791764,0
55,base_cnn_augmented_data_2epoch,1,2,20000,1.5571783709526061,0
56,base_cnn_augmented_data_2epoch,0,2,22000,1.3485027153491973,0
57,base_cnn_augmented_data_2epoch,1,2,22000,1.4909003853797913,0
58,base_cnn_augmented_data_2epoch,0,2,24000,1.3337096314430237,0
59,base_cnn_augmented_data_2epoch,1,2,24000,1.5712477946281433,0
60,base_cnn_augmented_data_2epoch,0,2,26000,1.3136034851521254,0
61,base_cnn_augmented_data_2epoch,1,2,26000,1.5055505847930908,0
62,base_cnn_augmented_data_2epoch,0,2,28000,1.3320925357490778,0
63,base_cnn_augmented_data_2epoch,1,2,28000,1.5013596868515016,0
64,base_cnn_augmented_data_2epoch,0,2,30000,1.3318693247586488,0
65,base_cnn_augmented_data_2epoch,1,2,30000,1.517637677192688,0
66,base_cnn_augmented_data_2epoch,0,2,32000,1.2991472389101981,0
67,base_cnn_augmented_data_2epoch,1,2,32000,1.5575473761558534,0
68,base_cnn_augmented_data_2epoch,0,2,34000,1.329040023624897,0
69,base_cnn_augmented_data_2epoch,1,2,34000,1.5966433143615724,0
70,base_cnn_augmented_data_2epoch,0,2,36000,1.3175119805783033,0
71,base_cnn_augmented_data_2epoch,1,2,36000,1.5404456901550292,0
72,base_cnn_augmented_data_2epoch,0,0,0,0.0,59.9
0,base_cnn_multimargin_lr001,0,1,2000,0.8263470070213079,0
1,base_cnn_multimargin_lr001,1,1,2000,0.6513552939891816,0
2,base_cnn_multimargin_lr001,0,1,4000,0.6162582327984274,0
3,base_cnn_multimargin_lr001,1,1,4000,0.5403279495239258,0
4,base_cnn_multimargin_lr001,0,1,6000,0.525175204757601,0
5,base_cnn_multimargin_lr001,1,1,6000,0.4905279129743576,0
6,base_cnn_multimargin_lr001,0,1,8000,0.480808798590675,0
7,base_cnn_multimargin_lr001,1,1,8000,0.46955943524837496,0
8,base_cnn_multimargin_lr001,0,1,10000,0.4483632243881002,0
9,base_cnn_multimargin_lr001,1,1,10000,0.4621749955415726,0
10,base_cnn_multimargin_lr001,0,1,12000,0.4227673034220934,0
11,base_cnn_multimargin_lr001,1,1,12000,0.4192961472272873,0
12,base_cnn_multimargin_lr001,0,1,14000,0.41320669803617055,0
13,base_cnn_multimargin_lr001,1,1,14000,0.43867754280567167,0
14,base_cnn_multimargin_lr001,0,1,16000,0.408624235805124,0
15,base_cnn_multimargin_lr001,1,1,16000,0.4556522852182388,0
16,base_cnn_multimargin_lr001,0,1,18000,0.395331627429463,0
17,base_cnn_multimargin_lr001,1,1,18000,0.41315629363059997,0
18,base_cnn_multimargin_lr001,0,1,20000,0.395732491215691,0
19,base_cnn_multimargin_lr001,1,1,20000,0.42997548639774325,0
20,base_cnn_multimargin_lr001,0,1,22000,0.38210214280243965,0
21,base_cnn_multimargin_lr001,1,1,22000,0.43873733818531035,0
22,base_cnn_multimargin_lr001,0,1,24000,0.3765170550877228,0
23,base_cnn_multimargin_lr001,1,1,24000,0.4378373825550079,0
24,base_cnn_multimargin_lr001,0,1,26000,0.3673654996147379,0
25,base_cnn_multimargin_lr001,1,1,26000,0.4319418013095856,0
26,base_cnn_multimargin_lr001,0,1,28000,0.36700729712611063,0
27,base_cnn_multimargin_lr001,1,1,28000,0.4239447009563446,0
28,base_cnn_multimargin_lr001,0,1,30000,0.36257185846893114,0
29,base_cnn_multimargin_lr001,1,1,30000,0.4057878106832504,0
30,base_cnn_multimargin_lr001,0,1,32000,0.3553766500891652,0
31,base_cnn_multimargin_lr001,1,1,32000,0.41254419207572934,0
32,base_cnn_multimargin_lr001,0,1,34000,0.3481274018695549,0
33,base_cnn_multimargin_lr001,1,1,34000,0.43263787984848023,0
34,base_cnn_multimargin_lr001,0,1,36000,0.3555683788289316,0
35,base_cnn_multimargin_lr001,1,1,36000,0.41876333236694335,0
36,base_cnn_multimargin_lr001,0,2,2000,0.3309958030260168,0
37,base_cnn_multimargin_lr001,1,2,2000,0.41608557939529417,0
38,base_cnn_multimargin_lr001,0,2,4000,0.3321841770701576,0
39,base_cnn_multimargin_lr001,1,2,4000,0.3975405561923981,0
40,base_cnn_multimargin_lr001,0,2,6000,0.33543044536642264,0
41,base_cnn_multimargin_lr001,1,2,6000,0.44734280109405516,0
42,base_cnn_multimargin_lr001,0,2,8000,0.3364259627965512,0
43,base_cnn_multimargin_lr001,1,2,8000,0.377438593506813,0
44,base_cnn_multimargin_lr001,0,2,10000,0.32900613158883063,0
45,base_cnn_multimargin_lr001,1,2,10000,0.4208403104543686,0
46,base_cnn_multimargin_lr001,0,2,12000,0.32149220635140957,0
47,base_cnn_multimargin_lr001,1,2,12000,0.4007868665456772,0
48,base_cnn_multimargin_lr001,0,2,14000,0.3198114721546881,0
49,base_cnn_multimargin_lr001,1,2,14000,0.41957529067993166,0
50,base_cnn_multimargin_lr001,0,2,16000,0.31691202918847555,0
51,base_cnn_multimargin_lr001,1,2,16000,0.4085725778341293,0
52,base_cnn_multimargin_lr001,0,2,18000,0.3070666115488275,0
53,base_cnn_multimargin_lr001,1,2,18000,0.4183707046508789,0
54,base_cnn_multimargin_lr001,0,2,20000,0.3149212149241939,0
55,base_cnn_multimargin_lr001,1,2,20000,0.39789859294891355,0
56,base_cnn_multimargin_lr001,0,2,22000,0.3093682911428623,0
57,base_cnn_multimargin_lr001,1,2,22000,0.39614990472793576,0
58,base_cnn_multimargin_lr001,0,2,24000,0.3112118594087078,0
59,base_cnn_multimargin_lr001,1,2,24000,0.3855223596096039,0
60,base_cnn_multimargin_lr001,0,2,26000,0.31013370689743897,0
61,base_cnn_multimargin_lr001,1,2,26000,0.4005006402730942,0
62,base_cnn_multimargin_lr001,0,2,28000,0.3081673856548732,0
63,base_cnn_multimargin_lr001,1,2,28000,0.38608708083629606,0
64,base_cnn_multimargin_lr001,0,2,30000,0.3030105931913713,0
65,base_cnn_multimargin_lr001,1,2,30000,0.41083817660808564,0
66,base_cnn_multimargin_lr001,0,2,32000,0.30424489018804163,0
67,base_cnn_multimargin_lr001,1,2,32000,0.40054861068725583,0
68,base_cnn_multimargin_lr001,0,2,34000,0.30332463197373,0
69,base_cnn_multimargin_lr001,1,2,34000,0.40513860046863553,0
70,base_cnn_multimargin_lr001,0,2,36000,0.30431425444298654,0
71,base_cnn_multimargin_lr001,1,2,36000,0.40936165988445283,0
72,base_cnn_multimargin_lr001,0,0,0,0.0,55.42
0,base_cnn_focalloss2_lr001,0,1,2000,1.8554356241822243,0
1,base_cnn_focalloss2_lr001,1,1,2000,1.7981041836738587,0
2,base_cnn_focalloss2_lr001,0,1,4000,1.6376826998889447,0
3,base_cnn_focalloss2_lr001,1,1,4000,1.4938670563697816,0
4,base_cnn_focalloss2_lr001,0,1,6000,1.4306168113648892,0
5,base_cnn_focalloss2_lr001,1,1,6000,1.3762165212631225,0
6,base_cnn_focalloss2_lr001,0,1,8000,1.33294270773232,0
7,base_cnn_focalloss2_lr001,1,1,8000,1.278738112449646,0
8,base_cnn_focalloss2_lr001,0,1,10000,1.2619907247275115,0
9,base_cnn_focalloss2_lr001,1,1,10000,1.2377175831794738,0
10,base_cnn_focalloss2_lr001,0,1,12000,1.2230474867224694,0
11,base_cnn_focalloss2_lr001,1,1,12000,1.2603516268730164,0
12,base_cnn_focalloss2_lr001,0,1,14000,1.1748785323798656,0
13,base_cnn_focalloss2_lr001,1,1,14000,1.244112811088562,0
14,base_cnn_focalloss2_lr001,0,1,16000,1.1769867100864648,0
15,base_cnn_focalloss2_lr001,1,1,16000,1.2380572700500487,0
16,base_cnn_focalloss2_lr001,0,1,18000,1.1457956107407807,0
17,base_cnn_focalloss2_lr001,1,1,18000,1.201882290840149,0
18,base_cnn_focalloss2_lr001,0,1,20000,1.1258850558772684,0
19,base_cnn_focalloss2_lr001,1,1,20000,1.1768394446372985,0
20,base_cnn_focalloss2_lr001,0,1,22000,1.1181328522264957,0
21,base_cnn_focalloss2_lr001,1,1,22000,1.1976378536224366,0
22,base_cnn_focalloss2_lr001,0,1,24000,1.0809545811861754,0
23,base_cnn_focalloss2_lr001,1,1,24000,1.2399465179443359,0
24,base_cnn_focalloss2_lr001,0,1,26000,1.0802199279889464,0
25,base_cnn_focalloss2_lr001,1,1,26000,1.1610144543647767,0
26,base_cnn_focalloss2_lr001,0,1,28000,1.0520476998910309,0
27,base_cnn_focalloss2_lr001,1,1,28000,1.164036750793457,0
28,base_cnn_focalloss2_lr001,0,1,30000,1.0433034242093564,0
29,base_cnn_focalloss2_lr001,1,1,30000,1.1132560133934022,0
30,base_cnn_focalloss2_lr001,0,1,32000,1.0435706735923886,0
31,base_cnn_focalloss2_lr001,1,1,32000,1.114701497554779,0
32,base_cnn_focalloss2_lr001,0,1,34000,1.0240788161978125,0
33,base_cnn_focalloss2_lr001,1,1,34000,1.1477296805381776,0
34,base_cnn_focalloss2_lr001,0,1,36000,1.0083975303694606,0
35,base_cnn_focalloss2_lr001,1,1,36000,1.147787868976593,0
36,base_cnn_focalloss2_lr001,0,2,2000,0.9944651612769813,0
37,base_cnn_focalloss2_lr001,1,2,2000,1.118048620223999,0
38,base_cnn_focalloss2_lr001,0,2,4000,0.9920595397651195,0
39,base_cnn_focalloss2_lr001,1,2,4000,1.084341642856598,0
40,base_cnn_focalloss2_lr001,0,2,6000,0.9676168956980109,0
41,base_cnn_focalloss2_lr001,1,2,6000,1.054613883495331,0
42,base_cnn_focalloss2_lr001,0,2,8000,0.9762838079854846,0
43,base_cnn_focalloss2_lr001,1,2,8000,1.1120348930358888,0
44,base_cnn_focalloss2_lr001,0,2,10000,0.9563464166335761,0
45,base_cnn_focalloss2_lr001,1,2,10000,1.1499718260765075,0
46,base_cnn_focalloss2_lr001,0,2,12000,0.9521013961806893,0
47,base_cnn_focalloss2_lr001,1,2,12000,1.092781445980072,0
48,base_cnn_focalloss2_lr001,0,2,14000,0.9583581591844559,0
49,base_cnn_focalloss2_lr001,1,2,14000,1.0274949312210082,0
50,base_cnn_focalloss2_lr001,0,2,16000,0.9432156363241374,0
51,base_cnn_focalloss2_lr001,1,2,16000,1.1150861167907715,0
52,base_cnn_focalloss2_lr001,0,2,18000,0.9080142443384975,0
53,base_cnn_focalloss2_lr001,1,2,18000,1.075098741054535,0
54,base_cnn_focalloss2_lr001,0,2,20000,0.9293503919690848,0
55,base_cnn_focalloss2_lr001,1,2,20000,1.1076047134399414,0
56,base_cnn_focalloss2_lr001,0,2,22000,0.9084038663543761,0
57,base_cnn_focalloss2_lr001,1,2,22000,1.0594385194778442,0
58,base_cnn_focalloss2_lr001,0,2,24000,0.91391884720698,0
59,base_cnn_focalloss2_lr001,1,2,24000,1.0264827799797058,0
60,base_cnn_focalloss2_lr001,0,2,26000,0.8979432515092194,0
61,base_cnn_focalloss2_lr001,1,2,26000,1.0371807718276977,0
62,base_cnn_focalloss2_lr001,0,2,28000,0.8995481456927955,0
63,base_cnn_focalloss2_lr001,1,2,28000,1.064343843460083,0
64,base_cnn_focalloss2_lr001,0,2,30000,0.8989755195565522,0
65,base_cnn_focalloss2_lr001,1,2,30000,1.0960040092468262,0
66,base_cnn_focalloss2_lr001,0,2,32000,0.9210983112230897,0
67,base_cnn_focalloss2_lr001,1,2,32000,1.054696580171585,0
68,base_cnn_focalloss2_lr001,0,2,34000,0.8889240897148848,0
69,base_cnn_focalloss2_lr001,1,2,34000,1.0674603867530823,0
70,base_cnn_focalloss2_lr001,0,2,36000,0.8783558039162308,0
71,base_cnn_focalloss2_lr001,1,2,36000,1.0317507016658782,0
72,base_cnn_focalloss2_lr001,0,0,0,0.0,55.05
0,base_cnn_focalloss5_lr001,0,1,2000,0.5875530677912757,0
1,base_cnn_focalloss5_lr001,1,1,2000,0.7374523949623107,0
2,base_cnn_focalloss5_lr001,0,1,4000,0.5744263626113534,0
3,base_cnn_focalloss5_lr001,1,1,4000,0.7173597228527069,0
4,base_cnn_focalloss5_lr001,0,1,6000,0.5786885219272226,0
5,base_cnn_focalloss5_lr001,1,1,6000,0.8320738863945008,0
6,base_cnn_focalloss5_lr001,0,1,8000,0.5806041761944071,0
7,base_cnn_focalloss5_lr001,1,1,8000,0.7162718069553375,0
8,base_cnn_focalloss5_lr001,0,1,10000,0.5882444364372641,0
9,base_cnn_focalloss5_lr001,1,1,10000,0.7338679575920105,0
10,base_cnn_focalloss5_lr001,0,1,12000,0.5657979537490755,0
11,base_cnn_focalloss5_lr001,1,1,12000,0.7291608870029449,0
12,base_cnn_focalloss5_lr001,0,1,14000,0.5633072488252073,0
13,base_cnn_focalloss5_lr001,1,1,14000,0.7970323371887207,0
14,base_cnn_focalloss5_lr001,0,1,16000,0.5645393825089559,0
15,base_cnn_focalloss5_lr001,1,1,16000,0.6995729565620422,0
16,base_cnn_focalloss5_lr001,0,1,18000,0.5660410560788587,0
17,base_cnn_focalloss5_lr001,1,1,18000,0.7220075798034667,0
18,base_cnn_focalloss5_lr001,0,1,20000,0.5606578415650875,0
19,base_cnn_focalloss5_lr001,1,1,20000,0.7574781811237336,0
20,base_cnn_focalloss5_lr001,0,1,22000,0.5616650090645998,0
21,base_cnn_focalloss5_lr001,1,1,22000,0.6941131567955017,0
22,base_cnn_focalloss5_lr001,0,1,24000,0.5424707000786438,0
23,base_cnn_focalloss5_lr001,1,1,24000,0.7053379213809967,0
24,base_cnn_focalloss5_lr001,0,1,26000,0.5633732053376734,0
25,base_cnn_focalloss5_lr001,1,1,26000,0.7302666831016541,0
26,base_cnn_focalloss5_lr001,0,1,28000,0.5517973125688732,0
27,base_cnn_focalloss5_lr001,1,1,28000,0.6906273877620697,0
28,base_cnn_focalloss5_lr001,0,1,30000,0.5453659842349589,0
29,base_cnn_focalloss5_lr001,1,1,30000,0.7214199829101563,0
30,base_cnn_focalloss5_lr001,0,1,32000,0.5577813097713515,0
31,base_cnn_focalloss5_lr001,1,1,32000,0.7120766890048981,0
32,base_cnn_focalloss5_lr001,0,1,34000,0.5624843857577071,0
33,base_cnn_focalloss5_lr001,1,1,34000,0.6595717895030976,0
34,base_cnn_focalloss5_lr001,0,1,36000,0.540496323145926,0
35,base_cnn_focalloss5_lr001,1,1,36000,0.6753092110157013,0
36,base_cnn_focalloss5_lr001,0,2,2000,0.528535598423332,0
37,base_cnn_focalloss5_lr001,1,2,2000,0.6619074094295502,0
38,base_cnn_focalloss5_lr001,0,2,4000,0.5269487197194248,0
39,base_cnn_focalloss5_lr001,1,2,4000,0.7307132685184479,0
40,base_cnn_focalloss5_lr001,0,2,6000,0.5347897474705242,0
